FID;PHOTO_URL;LATITUDE;LONGITUDE;ALTITUDE;DIRECTION;DATUM;SYMBOLOGIE;DATE;NOM_PHOTO
13524;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7874.jpg;57,110868333299997;-76,085676666599994;1807,742999999999938;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7874.jpg
13525;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7875.jpg;57,112183333300003;-76,085193333299998;1817,585000000000036;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7875.jpg
13526;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7876.jpg;57,112831666600002;-76,084933333300000;1820,865999999999985;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7876.jpg
13527;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7877.jpg;57,113481666600002;-76,084668333300002;1820,865999999999985;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7877.jpg
13528;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7878.jpg;57,114126666600001;-76,084393333300000;1824,146999999999935;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7878.jpg
13529;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7879.jpg;57,116071666600000;-76,083519999999993;1830,709000000000060;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7879.jpg
13530;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7880.jpg;57,118000000000002;-76,082591666599996;1830,709000000000060;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7880.jpg
13531;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7881.jpg;57,118641666599999;-76,082279999999997;1837,269999999999982;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7881.jpg
13532;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7882.jpg;57,119928333300003;-76,081653333299997;1847,113000000000056;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7882.jpg
13533;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7883.jpg;57,121225000000003;-76,080998333300002;1843,832000000000107;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7883.jpg
13534;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7884.jpg;57,123156666600003;-76,079931666600004;1840,550999999999931;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7884.jpg
13535;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7885.jpg;57,123801666600002;-76,079568333300003;1830,709000000000060;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7885.jpg
13536;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7886.jpg;57,124448333300002;-76,079193333299997;1830,709000000000060;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7886.jpg
13537;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7887.jpg;57,125748333300002;-76,078478333299998;1820,865999999999985;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7887.jpg
13538;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7888.jpg;57,126398333300003;-76,078141666600004;1820,865999999999985;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7888.jpg
13539;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7889.jpg;57,127706666599998;-76,077506666600001;1817,585000000000036;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7889.jpg
13540;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7890.jpg;57,127706666599998;-76,077506666600001;1817,585000000000036;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7890.jpg
13541;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7891.jpg;57,128365000000002;-76,077208333300007;1817,585000000000036;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7891.jpg
13542;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7892.jpg;57,129024999999999;-76,076925000000003;1817,585000000000036;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7892.jpg
13543;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7893.jpg;57,133699999999997;-76,075331666599993;1840,550999999999931;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7893.jpg
13544;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7894.jpg;57,137734999999999;-76,074601666600003;1843,832000000000107;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7894.jpg
13545;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7895.jpg;57,139763333300003;-76,074398333299996;1843,832000000000107;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7895.jpg
13546;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7896.jpg;57,141126666600002;-76,074303333299994;1847,113000000000056;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7896.jpg
13547;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7897.jpg;57,141126666600002;-76,074303333299994;1847,113000000000056;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7897.jpg
13548;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7898.jpg;57,141803333299997;-76,074268333299997;1847,113000000000056;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7898.jpg
13549;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7899.jpg;57,143153333299999;-76,074223333299997;1847,113000000000056;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7899.jpg
13550;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7900.jpg;57,143831666600001;-76,074213333299994;1847,113000000000056;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7900.jpg
13551;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7901.jpg;57,144508333300003;-76,074206666600006;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7901.jpg
13552;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7902.jpg;57,145183333299997;-76,074203333300005;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7902.jpg
13553;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7903.jpg;57,146533333299999;-76,074203333300005;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7903.jpg
13554;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7904.jpg;57,146533333299999;-76,074203333300005;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7904.jpg
13555;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7905.jpg;57,147885000000002;-76,074205000000006;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7905.jpg
13556;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7906.jpg;57,149238333299998;-76,074213333299994;1853,674999999999955;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7906.jpg
13557;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7907.jpg;57,153303333300002;-76,074276666599999;1856,954999999999927;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7907.jpg
13558;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7908.jpg;57,154660000000000;-76,074316666599998;1860,236000000000104;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7908.jpg
13559;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7909.jpg;57,157378333300002;-76,074524999999994;1863,517000000000053;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7909.jpg
13560;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7910.jpg;57,158736666599999;-76,074719999999999;1866,798000000000002;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7910.jpg
13561;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7911.jpg;57,159418333300003;-76,074843333299995;1866,798000000000002;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7911.jpg
13562;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7912.jpg;57,160780000000003;-76,075136666600002;1863,517000000000053;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7912.jpg
13563;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7913.jpg;57,162140000000001;-76,075509999999994;1860,236000000000104;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7913.jpg
13564;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7914.jpg;57,164836666600003;-76,076518333300001;1860,236000000000104;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7914.jpg
13565;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7915.jpg;57,166851666600003;-76,077489999999997;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7915.jpg
13566;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7916.jpg;57,168181666599999;-76,078209999999999;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7916.jpg
13567;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7917.jpg;57,168181666599999;-76,078209999999999;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7917.jpg
13568;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7918.jpg;57,168844999999997;-76,078590000000005;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7918.jpg
13569;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7919.jpg;57,169505000000001;-76,078980000000001;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7919.jpg
13570;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7920.jpg;57,170161666600002;-76,079381666600000;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7920.jpg
13571;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7921.jpg;57,171466666599997;-76,080205000000007;1850,394000000000005;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7921.jpg
13572;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7922.jpg;57,171466666599997;-76,080205000000007;1853,674999999999955;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7922.jpg
13573;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7923.jpg;57,173405000000002;-76,081540000000004;1860,236000000000104;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7923.jpg
13574;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7924.jpg;57,174046666599999;-76,081993333300005;1863,517000000000053;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7924.jpg
13575;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7925.jpg;57,175321666599999;-76,082925000000003;1863,517000000000053;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7925.jpg
13576;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7926.jpg;57,200049999999997;-76,105163333299998;1889,763999999999896;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7926.jpg
13577;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7927.jpg;57,200668333300001;-76,105720000000005;1893,045000000000073;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7927.jpg
13578;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7928.jpg;57,201286666599998;-76,106269999999995;1893,045000000000073;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7928.jpg
13579;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7929.jpg;57,202530000000003;-76,107348333299996;1896,325000000000045;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7929.jpg
13580;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7930.jpg;57,203768333299998;-76,108414999999994;1899,605999999999995;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7930.jpg
13581;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7931.jpg;57,222836666600003;-76,127813333299997;1909,449000000000069;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7931.jpg
13582;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7932.jpg;57,224018333300002;-76,129090000000005;1925,853000000000065;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7932.jpg
13583;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7933.jpg;57,225196666599999;-76,130343333300004;1935,695999999999913;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7933.jpg
13584;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7934.jpg;57,226379999999999;-76,131576666599997;1945,538000000000011;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7934.jpg
13585;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7935.jpg;57,227566666599998;-76,132781666599996;1955,381000000000085;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7935.jpg
13586;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7936.jpg;57,229954999999997;-76,135113333299998;1968,503999999999905;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7936.jpg
13587;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7937.jpg;57,240481666599997;-76,143808333300001;1945,538000000000011;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7937.jpg
13588;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7938.jpg;57,241113333300000;-76,144296666599999;1942,257000000000062;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7938.jpg
13589;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7939.jpg;57,242381666599996;-76,145263333299994;1938,976000000000113;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7939.jpg
13590;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7940.jpg;57,243015000000000;-76,145741666600003;1938,976000000000113;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7940.jpg
13591;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7941.jpg;57,244284999999998;-76,146681666600003;1938,976000000000113;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7941.jpg
13592;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7942.jpg;57,244920000000000;-76,147144999999995;1938,976000000000113;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7942.jpg
13593;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7943.jpg;57,245558333300004;-76,147601666599996;1938,976000000000113;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7943.jpg
13594;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7944.jpg;57,246830000000003;-76,148506666599999;1942,257000000000062;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7944.jpg
13595;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7945.jpg;57,249386666600003;-76,150203333299999;1945,538000000000011;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7945.jpg
13596;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7946.jpg;57,251318333299999;-76,151370000000000;1952,099999999999909;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7946.jpg
13597;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7947.jpg;57,252611666599996;-76,152105000000006;1958,661000000000058;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7947.jpg
13598;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7948.jpg;57,253911666599997;-76,152811666600002;1961,942000000000007;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7948.jpg
13599;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7949.jpg;57,255873333300002;-76,153806666600005;1965,222999999999956;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7949.jpg
13600;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7950.jpg;57,259856666600001;-76,155561666599993;1961,942000000000007;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7950.jpg
13601;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7951.jpg;57,261204999999997;-76,156086666600004;1958,661000000000058;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7951.jpg
13602;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7952.jpg;57,262556666599998;-76,156586666600006;1955,381000000000085;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7952.jpg
13603;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7953.jpg;57,263233333300001;-76,156829999999999;1955,381000000000085;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7953.jpg
13604;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7954.jpg;57,264593333299999;-76,157290000000003;1955,381000000000085;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7954.jpg
13605;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7955.jpg;57,265948333300003;-76,157713333299995;1958,661000000000058;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7955.jpg
13606;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7957.jpg;57,271360000000001;-76,159221666600004;1965,222999999999956;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7957.jpg
13607;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7958.jpg;57,272718333299999;-76,159546666599994;1971,785000000000082;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7958.jpg
13608;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7959.jpg;57,276164999999999;-76,160211666600006;2011,154999999999973;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7959.jpg
13609;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7960.jpg;57,278865000000003;-76,160611666600005;2017,717000000000098;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7960.jpg
13610;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7961.jpg;57,280895000000001;-76,160844999999995;2020,997000000000071;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7961.jpg
13611;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7962.jpg;57,281573333300003;-76,160911666600001;2024,278000000000020;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7962.jpg
13612;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7963.jpg;57,282251666599997;-76,160971666600005;2024,278000000000020;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7963.jpg
13613;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7964.jpg;57,282251666599997;-76,160971666600005;2024,278000000000020;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7964.jpg
13614;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7965.jpg;57,283611666600002;-76,161081666599998;2024,278000000000020;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7965.jpg
13615;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7966.jpg;57,284293333299999;-76,161133333300000;2027,558999999999969;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7966.jpg
13616;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7967.jpg;57,284973333300002;-76,161181666600001;2027,558999999999969;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7967.jpg
13617;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7968.jpg;57,286333333300000;-76,161266666600000;2024,278000000000020;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7968.jpg
13618;https://diffusion.mffp.gouv.qc.ca/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_NORD/Photos_Nord/_DER7969.jpg;57,287693333299998;-76,161344999999997;2017,717000000000098;0,000000000000000;WGS 1984;2015;2015-08-24 00:00:00;_DER7969.jpg
